Sentence,Event
south western is one of the uss leading manufacturers of heat transfer equipment with a turnover of 5486 mln dlrs and pretax profits of 172 mln in 1986,earnings
third quarter net fell to 2060 mln dlrs from 2386 mln a year earlier and 2203 mln in the second quarter ended november 31 bhp said in a statement,general
malaysia was also happy that in the new inra financing of purchases for the normal buffer stock of 400000 tonnes and a contingency buffer stock of 150000 tonnes would be done through direct cash contributions from members he said,general
results include extraordinary gains of 952000 dlrs or 11 cts per share in 1986 and 2569000 dlrs or 29 cts in 1985 from income tax reduction,earnings
january housing sales drop realty group says sales of previously owned homes dropped 145 pct in january to a seasonally adjusted annual rate of 347 mln units the national association of realtors nar said,earnings
pittdes moines inc ltpdm to acquire steel unit pittdes moines inc said it will acquire ltchicago steel corp in exchange for a portion of its stock,merger
the central bank purchased outright bank bills comprising 120 mln stg in band one at 1078 pct and 227 mln stg in band two at 101316 pct,rate_change
the company said any decline would be due to expenses related to the acquisitions in the middle of the current quarter of seven licensees of sealy inc as well as 82 pct of the outstanding capital stock of sealy,merger
company shares in each of the licences proposed by the oil and energy ministry are not final,general
the company said that 1986 was characterized by an unstable fertlizer market due to the weak dollar and the decline of international prices for products sold in europe and the us where agrimont operates through its conserv division,rate_change
baker then filed a suit seeking punitive damages from hughes for calling off the merger,merger
child world inc ltcwld 4th qtr jan 31 net shr 134 dlrs vs 109 dlrs net 154 mln vs 126 mln sales 3236 mln vs 2402 mln avg shrs 115 mln vs 115 mln year shr 95 cts vs 91 cts net 109 mln vs 9368000 sales 6288 mln vs 5131 mln avg shrs 115 mln vs 103 mln note latest year net cut on mln dlrs by investment tax credit loss,earnings
bundesbank figures showed banks held an average daily 507 billion marks in minimum reserves at the central bank over the first 30 days of march the exact requirement needed just one day before the end of the month,rate_change
there should be a split prime for a while with some posting a 712 pct rate and others 734 pct said david jones of aubrey g lanston and co jones said the federal open market committee at todays meeting voted no change in fed policy,rate_change
fortune ltforf to acquire marine savings fortune financial group incs fortune savings bank subsidiary said it executed a definitive agreement to buy ltmarine savings and loan association of florida for 101 mln dlrs,merger
if this pressure keeps upthere is a possibility that rates could drop before the budget said jeremy hale economist at finance house goldman sachs international corp,rate_change
in 1986 gulf states earned 2449 mln dlrs on revenues of 147 billion dlrs compared to profits of 2654 mln dlrs on sales of 185 billion in the previous year,earnings
